window,year,round,pick,pick_seed,opp_seed,model_p,ml,ml_opp,spread,margin,correct,covered,push
all_prior,2013,R32,Florida,3,11,0.8308641975308642,-370,310,-7.5,14,True,True,False
all_prior,2013,R32,San Diego St.,7,15,0.7630864197530864,-350,290,-7.5,-10,False,False,False
all_prior,2013,S16,Kansas,1,4,0.6440656565656565,-130,110,-1.5,-2,False,False,False
all_prior,2013,S16,Florida,3,15,0.869753086419753,-1240,840,-14.5,12,True,False,False
all_prior,2013,E8,Florida,3,4,0.7630864197530864,-190,160,-3.5,-20,False,False,False
all_prior,2013,R64,Gonzaga,1,16,1.0,-7990,3990,-22.5,6,True,False,False
all_prior,2013,R64,Pittsburgh,8,9,0.7019753086419752,-200,175,-4.5,-18,False,False,False
all_prior,2013,R64,Wisconsin,5,12,0.5742602495543672,-295,255,-6.5,-11,False,False,False
all_prior,2013,R64,Kansas St.,4,13,0.9583333333333334,-260,220,-6.0,-2,False,False,False
all_prior,2013,R64,Arizona,6,11,0.7019753086419752,-200,175,-4.5,17,True,True,False
all_prior,2013,R64,New Mexico,3,14,0.9166666666666666,-705,545,-10.5,-6,False,False,False
all_prior,2013,R64,Notre Dame,7,10,0.6405864197530864,105,-125,1.0,-18,False,False,False
all_prior,2013,R64,Ohio St.,2,15,0.8780864197530865,-1650,1100,-15.0,25,True,True,False
all_prior,2013,R32,Gonzaga,1,9,0.808641975308642,-315,265,-7.0,-6,False,False,False
all_prior,2013,R32,Mississippi,12,13,0.6628086419753086,-180,160,-3.5,-2,False,False,False
all_prior,2013,R32,Arizona,6,14,1.0,-635,510,-10.5,23,True,True,False
all_prior,2013,R32,Ohio St.,2,10,0.7553086419753089,-365,305,-7.5,3,True,False,False
